=================================================================
Layer (type:depth-idx)                   Param #
=================================================================
CNN                                      --
├─Sequential: 1-1                        --
│    └─Conv2d: 2-1                       1,792
│    └─GroupNorm: 2-2                    128
│    └─ReLU: 2-3                         --
│    └─Conv2d: 2-4                       36,928
│    └─GroupNorm: 2-5                    128
│    └─ReLU: 2-6                         --
│    └─MaxPool2d: 2-7                    --
│    └─Conv2d: 2-8                       73,856
│    └─GroupNorm: 2-9                    256
│    └─ReLU: 2-10                        --
│    └─Conv2d: 2-11                      147,584
│    └─GroupNorm: 2-12                   256
│    └─ReLU: 2-13                        --
│    └─MaxPool2d: 2-14                   --
│    └─Conv2d: 2-15                      295,168
│    └─GroupNorm: 2-16                   512
│    └─ReLU: 2-17                        --
│    └─Conv2d: 2-18                      590,080
│    └─GroupNorm: 2-19                   512
│    └─ReLU: 2-20                        --
│    └─Conv2d: 2-21                      590,080
│    └─GroupNorm: 2-22                   512
│    └─ReLU: 2-23                        --
│    └─MaxPool2d: 2-24                   --
│    └─Conv2d: 2-25                      1,180,160
│    └─GroupNorm: 2-26                   1,024
│    └─ReLU: 2-27                        --
│    └─Conv2d: 2-28                      2,359,808
│    └─GroupNorm: 2-29                   1,024
│    └─ReLU: 2-30                        --
│    └─Conv2d: 2-31                      2,359,808
│    └─GroupNorm: 2-32                   1,024
│    └─ReLU: 2-33                        --
│    └─MaxPool2d: 2-34                   --
├─Sequential: 1-2                        --
│    └─Linear: 2-35                      8,392,704
│    └─ReLU: 2-36                        --
│    └─Dropout: 2-37                     --
│    └─Linear: 2-38                      16,781,312
│    └─ReLU: 2-39                        --
│    └─Dropout: 2-40                     --
│    └─Linear: 2-41                      4,097,000
│    └─ReLU: 2-42                        --
│    └─Dropout: 2-43                     --
│    └─Linear: 2-44                      14,014
=================================================================
Total params: 36,925,670
Trainable params: 36,925,670
Non-trainable params: 0
=================================================================
TRAINING - Epoch 0 Batch 0: loss 0.04925793036818504, f1 0.121,  prec 0.071, rec 0.418
VALIDATION - Epoch 219 Batch 0: loss 0.027863087132573128, f1 0.526, prec 0.727, rec 0.413
VALIDATION - Epoch 219 Batch 10: loss 0.025878317654132843, f1 0.497, prec 0.653, rec 0.402
VALIDATION - Epoch 219 Batch 20: loss 0.026387371122837067, f1 0.485, prec 0.664, rec 0.382
TRAINING - Epoch 220 Batch 0: loss 0.011807825416326523, f1 0.671,  prec 0.765, rec 0.598
TRAINING - Epoch 220 Batch 10: loss 0.012078923173248768, f1 0.618,  prec 0.816, rec 0.498
TRAINING - Epoch 220 Batch 20: loss 0.012378457002341747, f1 0.682,  prec 0.866, rec 0.562
TRAINING - Epoch 220 Batch 30: loss 0.013590567745268345, f1 0.665,  prec 0.819, rec 0.56
TRAINING - Epoch 220 Batch 40: loss 0.011799807660281658, f1 0.673,  prec 0.822, rec 0.569
TRAINING - Epoch 220 Batch 50: loss 0.014534736052155495, f1 0.617,  prec 0.839, rec 0.488
VALIDATION - Epoch 220 Batch 0: loss 0.024560661986470222, f1 0.463, prec 0.737, rec 0.337
VALIDATION - Epoch 220 Batch 10: loss 0.02115413174033165, f1 0.415, prec 0.623, rec 0.311
VALIDATION - Epoch 220 Batch 20: loss 0.025862429291009903, f1 0.409, prec 0.697, rec 0.289
TRAINING - Epoch 221 Batch 0: loss 0.015112137421965599, f1 0.664,  prec 0.851, rec 0.544
TRAINING - Epoch 221 Batch 10: loss 0.015071559697389603, f1 0.562,  prec 0.768, rec 0.443
TRAINING - Epoch 221 Batch 20: loss 0.012735131196677685, f1 0.668,  prec 0.764, rec 0.593
TRAINING - Epoch 221 Batch 30: loss 0.014614339917898178, f1 0.632,  prec 0.826, rec 0.512
TRAINING - Epoch 221 Batch 40: loss 0.013270450755953789, f1 0.596,  prec 0.761, rec 0.49
TRAINING - Epoch 221 Batch 50: loss 0.01447793934494257, f1 0.654,  prec 0.757, rec 0.576
VALIDATION - Epoch 221 Batch 0: loss 0.027611827477812767, f1 0.479, prec 0.779, rec 0.345
VALIDATION - Epoch 221 Batch 10: loss 0.02226097695529461, f1 0.495, prec 0.708, rec 0.38
VALIDATION - Epoch 221 Batch 20: loss 0.030158981680870056, f1 0.461, prec 0.701, rec 0.344
TRAINING - Epoch 222 Batch 0: loss 0.0136564327403903, f1 0.667,  prec 0.818, rec 0.562
TRAINING - Epoch 222 Batch 10: loss 0.013975314795970917, f1 0.611,  prec 0.844, rec 0.479
TRAINING - Epoch 222 Batch 20: loss 0.015614977106451988, f1 0.588,  prec 0.853, rec 0.449
TRAINING - Epoch 222 Batch 30: loss 0.015397025272250175, f1 0.636,  prec 0.84, rec 0.512
TRAINING - Epoch 222 Batch 40: loss 0.011884882114827633, f1 0.654,  prec 0.767, rec 0.57
TRAINING - Epoch 222 Batch 50: loss 0.015718398615717888, f1 0.606,  prec 0.818, rec 0.481
VALIDATION - Epoch 222 Batch 0: loss 0.02621791511774063, f1 0.377, prec 0.667, rec 0.263
VALIDATION - Epoch 222 Batch 10: loss 0.032415445894002914, f1 0.416, prec 0.712, rec 0.294
VALIDATION - Epoch 222 Batch 20: loss 0.02861745096743107, f1 0.389, prec 0.787, rec 0.258
TRAINING - Epoch 223 Batch 0: loss 0.013186621479690075, f1 0.632,  prec 0.876, rec 0.494
TRAINING - Epoch 223 Batch 10: loss 0.012453379109501839, f1 0.675,  prec 0.73, rec 0.628
TRAINING - Epoch 223 Batch 20: loss 0.014787955209612846, f1 0.648,  prec 0.831, rec 0.531
TRAINING - Epoch 223 Batch 30: loss 0.01367686502635479, f1 0.624,  prec 0.812, rec 0.507
TRAINING - Epoch 223 Batch 40: loss 0.015033461153507233, f1 0.627,  prec 0.782, rec 0.524
TRAINING - Epoch 223 Batch 50: loss 0.014611540362238884, f1 0.649,  prec 0.729, rec 0.584
VALIDATION - Epoch 223 Batch 0: loss 0.04104887694120407, f1 0.355, prec 0.68, rec 0.24
VALIDATION - Epoch 223 Batch 10: loss 0.026050036773085594, f1 0.468, prec 0.826, rec 0.326
VALIDATION - Epoch 223 Batch 20: loss 0.0324699729681015, f1 0.472, prec 0.746, rec 0.345
TRAINING - Epoch 224 Batch 0: loss 0.018530182540416718, f1 0.486,  prec 0.75, rec 0.36
TRAINING - Epoch 224 Batch 10: loss 0.014115463942289352, f1 0.649,  prec 0.708, rec 0.599
TRAINING - Epoch 224 Batch 20: loss 0.011751524172723293, f1 0.538,  prec 0.766, rec 0.415
TRAINING - Epoch 224 Batch 30: loss 0.013098915107548237, f1 0.68,  prec 0.795, rec 0.594
TRAINING - Epoch 224 Batch 40: loss 0.014613248407840729, f1 0.648,  prec 0.818, rec 0.537
TRAINING - Epoch 224 Batch 50: loss 0.010609891265630722, f1 0.751,  prec 0.852, rec 0.671
VALIDATION - Epoch 224 Batch 0: loss 0.02980661392211914, f1 0.524, prec 0.653, rec 0.438
VALIDATION - Epoch 224 Batch 10: loss 0.02727779932320118, f1 0.543, prec 0.701, rec 0.444
VALIDATION - Epoch 224 Batch 20: loss 0.02919704280793667, f1 0.525, prec 0.708, rec 0.418
TRAINING - Epoch 225 Batch 0: loss 0.013884269632399082, f1 0.629,  prec 0.693, rec 0.575
TRAINING - Epoch 225 Batch 10: loss 0.015970151871442795, f1 0.593,  prec 0.772, rec 0.482
TRAINING - Epoch 225 Batch 20: loss 0.016979193314909935, f1 0.587,  prec 0.819, rec 0.457
TRAINING - Epoch 225 Batch 30: loss 0.012617606669664383, f1 0.637,  prec 0.728, rec 0.567
TRAINING - Epoch 225 Batch 40: loss 0.017943063750863075, f1 0.567,  prec 0.844, rec 0.427
TRAINING - Epoch 225 Batch 50: loss 0.012693868018686771, f1 0.626,  prec 0.698, rec 0.567
VALIDATION - Epoch 225 Batch 0: loss 0.027346273884177208, f1 0.496, prec 0.662, rec 0.397
VALIDATION - Epoch 225 Batch 10: loss 0.023571791127324104, f1 0.551, prec 0.739, rec 0.439
VALIDATION - Epoch 225 Batch 20: loss 0.02824031561613083, f1 0.467, prec 0.656, rec 0.362
TRAINING - Epoch 226 Batch 0: loss 0.012168069370090961, f1 0.664,  prec 0.805, rec 0.564
TRAINING - Epoch 226 Batch 10: loss 0.013783026486635208, f1 0.597,  prec 0.833, rec 0.465
TRAINING - Epoch 226 Batch 20: loss 0.010029492899775505, f1 0.744,  prec 0.836, rec 0.671
TRAINING - Epoch 226 Batch 30: loss 0.013701120391488075, f1 0.587,  prec 0.799, rec 0.464
TRAINING - Epoch 226 Batch 40: loss 0.014657864347100258, f1 0.597,  prec 0.764, rec 0.49
TRAINING - Epoch 226 Batch 50: loss 0.013020893558859825, f1 0.615,  prec 0.772, rec 0.511
VALIDATION - Epoch 226 Batch 0: loss 0.028820868581533432, f1 0.471, prec 0.805, rec 0.333
VALIDATION - Epoch 226 Batch 10: loss 0.027812715619802475, f1 0.456, prec 0.745, rec 0.328
VALIDATION - Epoch 226 Batch 20: loss 0.03625207394361496, f1 0.38, prec 0.684, rec 0.263
TRAINING - Epoch 227 Batch 0: loss 0.013633133843541145, f1 0.649,  prec 0.886, rec 0.512
TRAINING - Epoch 227 Batch 10: loss 0.01111598964780569, f1 0.608,  prec 0.745, rec 0.513
TRAINING - Epoch 227 Batch 20: loss 0.011498255655169487, f1 0.7,  prec 0.845, rec 0.598
TRAINING - Epoch 227 Batch 30: loss 0.013267399743199348, f1 0.624,  prec 0.86, rec 0.49
TRAINING - Epoch 227 Batch 40: loss 0.011749372817575932, f1 0.657,  prec 0.782, rec 0.567
TRAINING - Epoch 227 Batch 50: loss 0.014607015997171402, f1 0.631,  prec 0.734, rec 0.553
VALIDATION - Epoch 227 Batch 0: loss 0.028066521510481834, f1 0.415, prec 0.727, rec 0.29
VALIDATION - Epoch 227 Batch 10: loss 0.02355809323489666, f1 0.528, prec 0.748, rec 0.408
VALIDATION - Epoch 227 Batch 20: loss 0.025883454829454422, f1 0.506, prec 0.718, rec 0.39
TRAINING - Epoch 228 Batch 0: loss 0.0125260716304183, f1 0.656,  prec 0.77, rec 0.571
TRAINING - Epoch 228 Batch 10: loss 0.013702532276511192, f1 0.685,  prec 0.813, rec 0.592
TRAINING - Epoch 228 Batch 20: loss 0.013720737770199776, f1 0.642,  prec 0.719, rec 0.58
TRAINING - Epoch 228 Batch 30: loss 0.013944976031780243, f1 0.631,  prec 0.824, rec 0.512
TRAINING - Epoch 228 Batch 40: loss 0.013957531191408634, f1 0.667,  prec 0.731, rec 0.613
TRAINING - Epoch 228 Batch 50: loss 0.011643008328974247, f1 0.617,  prec 0.856, rec 0.483
VALIDATION - Epoch 228 Batch 0: loss 0.02698878012597561, f1 0.527, prec 0.619, rec 0.459
VALIDATION - Epoch 228 Batch 10: loss 0.02811478078365326, f1 0.487, prec 0.611, rec 0.405
VALIDATION - Epoch 228 Batch 20: loss 0.027918439358472824, f1 0.483, prec 0.606, rec 0.402
TRAINING - Epoch 229 Batch 0: loss 0.014545612968504429, f1 0.65,  prec 0.768, rec 0.563
TRAINING - Epoch 229 Batch 10: loss 0.013773931190371513, f1 0.64,  prec 0.801, rec 0.533
TRAINING - Epoch 229 Batch 20: loss 0.015521397814154625, f1 0.664,  prec 0.784, rec 0.576
TRAINING - Epoch 229 Batch 30: loss 0.011887263506650925, f1 0.694,  prec 0.804, rec 0.61
TRAINING - Epoch 229 Batch 40: loss 0.011165386065840721, f1 0.642,  prec 0.827, rec 0.524
TRAINING - Epoch 229 Batch 50: loss 0.011643274687230587, f1 0.646,  prec 0.781, rec 0.551
VALIDATION - Epoch 229 Batch 0: loss 0.027184849604964256, f1 0.476, prec 0.626, rec 0.383
VALIDATION - Epoch 229 Batch 10: loss 0.028892837464809418, f1 0.498, prec 0.663, rec 0.399
VALIDATION - Epoch 229 Batch 20: loss 0.028101585805416107, f1 0.479, prec 0.598, rec 0.399
TRAINING - Epoch 230 Batch 0: loss 0.013582106679677963, f1 0.658,  prec 0.737, rec 0.594
TRAINING - Epoch 230 Batch 10: loss 0.012614774517714977, f1 0.683,  prec 0.833, rec 0.579
TRAINING - Epoch 230 Batch 20: loss 0.01070402655750513, f1 0.7,  prec 0.814, rec 0.614
TRAINING - Epoch 230 Batch 30: loss 0.014759406447410583, f1 0.649,  prec 0.773, rec 0.559
TRAINING - Epoch 230 Batch 40: loss 0.013441288843750954, f1 0.578,  prec 0.735, rec 0.476
TRAINING - Epoch 230 Batch 50: loss 0.011311446316540241, f1 0.668,  prec 0.841, rec 0.554
VALIDATION - Epoch 230 Batch 0: loss 0.022104324772953987, f1 0.458, prec 0.713, rec 0.338
VALIDATION - Epoch 230 Batch 10: loss 0.031490620225667953, f1 0.497, prec 0.674, rec 0.393
VALIDATION - Epoch 230 Batch 20: loss 0.029454264789819717, f1 0.437, prec 0.713, rec 0.315
TRAINING - Epoch 231 Batch 0: loss 0.012525285594165325, f1 0.6,  prec 0.824, rec 0.471
TRAINING - Epoch 231 Batch 10: loss 0.01608843170106411, f1 0.683,  prec 0.684, rec 0.681
TRAINING - Epoch 231 Batch 20: loss 0.012800552882254124, f1 0.614,  prec 0.772, rec 0.51
TRAINING - Epoch 231 Batch 30: loss 0.010776207782328129, f1 0.68,  prec 0.783, rec 0.6
TRAINING - Epoch 231 Batch 40: loss 0.01338291633874178, f1 0.637,  prec 0.824, rec 0.519
TRAINING - Epoch 231 Batch 50: loss 0.012018028646707535, f1 0.639,  prec 0.839, rec 0.516
VALIDATION - Epoch 231 Batch 0: loss 0.022775238379836082, f1 0.475, prec 0.69, rec 0.362
VALIDATION - Epoch 231 Batch 10: loss 0.03324354439973831, f1 0.448, prec 0.591, rec 0.36
VALIDATION - Epoch 231 Batch 20: loss 0.0277546439319849, f1 0.45, prec 0.589, rec 0.365
TRAINING - Epoch 232 Batch 0: loss 0.01417273748666048, f1 0.628,  prec 0.769, rec 0.53
TRAINING - Epoch 232 Batch 10: loss 0.01198001578450203, f1 0.584,  prec 0.783, rec 0.465
TRAINING - Epoch 232 Batch 20: loss 0.012067718431353569, f1 0.679,  prec 0.774, rec 0.605
TRAINING - Epoch 232 Batch 30: loss 0.012143398635089397, f1 0.621,  prec 0.826, rec 0.498
TRAINING - Epoch 232 Batch 40: loss 0.013517635874450207, f1 0.652,  prec 0.758, rec 0.573
TRAINING - Epoch 232 Batch 50: loss 0.012389720417559147, f1 0.637,  prec 0.838, rec 0.514
VALIDATION - Epoch 232 Batch 0: loss 0.027025863528251648, f1 0.523, prec 0.7, rec 0.418
VALIDATION - Epoch 232 Batch 10: loss 0.023596348240971565, f1 0.552, prec 0.758, rec 0.434
VALIDATION - Epoch 232 Batch 20: loss 0.028239574283361435, f1 0.421, prec 0.632, rec 0.316
TRAINING - Epoch 233 Batch 0: loss 0.01297468040138483, f1 0.674,  prec 0.795, rec 0.585
TRAINING - Epoch 233 Batch 10: loss 0.014718243852257729, f1 0.612,  prec 0.765, rec 0.51
TRAINING - Epoch 233 Batch 20: loss 0.01121399737894535, f1 0.578,  prec 0.802, rec 0.451
TRAINING - Epoch 233 Batch 30: loss 0.012847966514527798, f1 0.626,  prec 0.795, rec 0.516
TRAINING - Epoch 233 Batch 40: loss 0.012883272022008896, f1 0.693,  prec 0.787, rec 0.619
TRAINING - Epoch 233 Batch 50: loss 0.013124424032866955, f1 0.585,  prec 0.691, rec 0.506
VALIDATION - Epoch 233 Batch 0: loss 0.027898477390408516, f1 0.508, prec 0.746, rec 0.385
VALIDATION - Epoch 233 Batch 10: loss 0.030220994725823402, f1 0.408, prec 0.685, rec 0.29
VALIDATION - Epoch 233 Batch 20: loss 0.028540775179862976, f1 0.448, prec 0.679, rec 0.335
TRAINING - Epoch 234 Batch 0: loss 0.014445923268795013, f1 0.636,  prec 0.826, rec 0.517
TRAINING - Epoch 234 Batch 10: loss 0.013427452184259892, f1 0.616,  prec 0.736, rec 0.53
TRAINING - Epoch 234 Batch 20: loss 0.013153936713933945, f1 0.672,  prec 0.825, rec 0.567
TRAINING - Epoch 234 Batch 30: loss 0.014949031174182892, f1 0.608,  prec 0.821, rec 0.483
TRAINING - Epoch 234 Batch 40: loss 0.014323841780424118, f1 0.66,  prec 0.75, rec 0.589
TRAINING - Epoch 234 Batch 50: loss 0.012317383661866188, f1 0.614,  prec 0.762, rec 0.514
VALIDATION - Epoch 234 Batch 0: loss 0.0293582696467638, f1 0.491, prec 0.704, rec 0.377
VALIDATION - Epoch 234 Batch 10: loss 0.03374703973531723, f1 0.432, prec 0.654, rec 0.322
VALIDATION - Epoch 234 Batch 20: loss 0.028271693736314774, f1 0.495, prec 0.699, rec 0.383
TRAINING - Epoch 235 Batch 0: loss 0.01238532830029726, f1 0.67,  prec 0.822, rec 0.565
TRAINING - Epoch 235 Batch 10: loss 0.012622881680727005, f1 0.654,  prec 0.793, rec 0.557
TRAINING - Epoch 235 Batch 20: loss 0.011326340958476067, f1 0.644,  prec 0.776, rec 0.55
TRAINING - Epoch 235 Batch 30: loss 0.013967444188892841, f1 0.653,  prec 0.706, rec 0.606
TRAINING - Epoch 235 Batch 40: loss 0.01370618212968111, f1 0.665,  prec 0.825, rec 0.557
TRAINING - Epoch 235 Batch 50: loss 0.014223350211977959, f1 0.642,  prec 0.82, rec 0.528
VALIDATION - Epoch 235 Batch 0: loss 0.033171433955430984, f1 0.423, prec 0.545, rec 0.346
VALIDATION - Epoch 235 Batch 10: loss 0.02826661802828312, f1 0.498, prec 0.697, rec 0.387
VALIDATION - Epoch 235 Batch 20: loss 0.030540617182850838, f1 0.477, prec 0.662, rec 0.373
TRAINING - Epoch 236 Batch 0: loss 0.013732612133026123, f1 0.685,  prec 0.762, rec 0.622
TRAINING - Epoch 236 Batch 10: loss 0.013567824847996235, f1 0.671,  prec 0.757, rec 0.602
TRAINING - Epoch 236 Batch 20: loss 0.013886230997741222, f1 0.645,  prec 0.774, rec 0.553
TRAINING - Epoch 236 Batch 30: loss 0.013359813950955868, f1 0.644,  prec 0.737, rec 0.572
TRAINING - Epoch 236 Batch 40: loss 0.012868721038103104, f1 0.659,  prec 0.847, rec 0.54
TRAINING - Epoch 236 Batch 50: loss 0.012255782261490822, f1 0.675,  prec 0.777, rec 0.597
VALIDATION - Epoch 236 Batch 0: loss 0.028290631249547005, f1 0.498, prec 0.609, rec 0.421
VALIDATION - Epoch 236 Batch 10: loss 0.02840682491660118, f1 0.467, prec 0.658, rec 0.362
VALIDATION - Epoch 236 Batch 20: loss 0.029284914955496788, f1 0.47, prec 0.618, rec 0.379
TRAINING - Epoch 237 Batch 0: loss 0.011471905745565891, f1 0.662,  prec 0.781, rec 0.575
TRAINING - Epoch 237 Batch 10: loss 0.015227177180349827, f1 0.613,  prec 0.783, rec 0.504
TRAINING - Epoch 237 Batch 20: loss 0.011994442902505398, f1 0.662,  prec 0.872, rec 0.534
TRAINING - Epoch 237 Batch 30: loss 0.013008510693907738, f1 0.574,  prec 0.682, rec 0.495
TRAINING - Epoch 237 Batch 40: loss 0.013638688251376152, f1 0.649,  prec 0.9, rec 0.508
TRAINING - Epoch 237 Batch 50: loss 0.01266800332814455, f1 0.622,  prec 0.753, rec 0.53
VALIDATION - Epoch 237 Batch 0: loss 0.025930384173989296, f1 0.485, prec 0.607, rec 0.404
VALIDATION - Epoch 237 Batch 10: loss 0.024693353101611137, f1 0.498, prec 0.687, rec 0.39
VALIDATION - Epoch 237 Batch 20: loss 0.030057374387979507, f1 0.444, prec 0.623, rec 0.345
TRAINING - Epoch 238 Batch 0: loss 0.012742618098855019, f1 0.702,  prec 0.776, rec 0.641
TRAINING - Epoch 238 Batch 10: loss 0.012892188504338264, f1 0.613,  prec 0.804, rec 0.496
TRAINING - Epoch 238 Batch 20: loss 0.012144410982728004, f1 0.692,  prec 0.733, rec 0.655
TRAINING - Epoch 238 Batch 30: loss 0.013716357760131359, f1 0.659,  prec 0.826, rec 0.549
TRAINING - Epoch 238 Batch 40: loss 0.01100208330899477, f1 0.676,  prec 0.801, rec 0.585
TRAINING - Epoch 238 Batch 50: loss 0.012691793031990528, f1 0.682,  prec 0.804, rec 0.591
VALIDATION - Epoch 238 Batch 0: loss 0.02549862116575241, f1 0.509, prec 0.696, rec 0.401
VALIDATION - Epoch 238 Batch 10: loss 0.02564227767288685, f1 0.5, prec 0.613, rec 0.422
VALIDATION - Epoch 238 Batch 20: loss 0.02613517828285694, f1 0.441, prec 0.583, rec 0.355
TRAINING - Epoch 239 Batch 0: loss 0.012957330793142319, f1 0.659,  prec 0.756, rec 0.584
TRAINING - Epoch 239 Batch 10: loss 0.011247096583247185, f1 0.676,  prec 0.775, rec 0.6
TRAINING - Epoch 239 Batch 20: loss 0.015086835250258446, f1 0.617,  prec 0.764, rec 0.517
TRAINING - Epoch 239 Batch 30: loss 0.011798341758549213, f1 0.687,  prec 0.871, rec 0.568
TRAINING - Epoch 239 Batch 40: loss 0.012477466836571693, f1 0.637,  prec 0.833, rec 0.516
TRAINING - Epoch 239 Batch 50: loss 0.011340214870870113, f1 0.667,  prec 0.769, rec 0.588
VALIDATION - Epoch 239 Batch 0: loss 0.026837702840566635, f1 0.489, prec 0.681, rec 0.381
VALIDATION - Epoch 239 Batch 10: loss 0.022949887439608574, f1 0.538, prec 0.714, rec 0.431
VALIDATION - Epoch 239 Batch 20: loss 0.029207397252321243, f1 0.481, prec 0.667, rec 0.376
TRAINING - Epoch 240 Batch 0: loss 0.011015383526682854, f1 0.691,  prec 0.797, rec 0.61
TRAINING - Epoch 240 Batch 10: loss 0.013831278309226036, f1 0.627,  prec 0.703, rec 0.566
TRAINING - Epoch 240 Batch 20: loss 0.013639616779983044, f1 0.69,  prec 0.773, rec 0.623
TRAINING - Epoch 240 Batch 30: loss 0.013023930601775646, f1 0.569,  prec 0.848, rec 0.427
TRAINING - Epoch 240 Batch 40: loss 0.011750013567507267, f1 0.649,  prec 0.79, rec 0.551
TRAINING - Epoch 240 Batch 50: loss 0.012534165754914284, f1 0.662,  prec 0.813, rec 0.558
VALIDATION - Epoch 240 Batch 0: loss 0.0277932807803154, f1 0.458, prec 0.787, rec 0.323
VALIDATION - Epoch 240 Batch 10: loss 0.02605869248509407, f1 0.455, prec 0.748, rec 0.327
VALIDATION - Epoch 240 Batch 20: loss 0.026910247281193733, f1 0.487, prec 0.761, rec 0.358
TRAINING - Epoch 241 Batch 0: loss 0.010811020620167255, f1 0.694,  prec 0.832, rec 0.595
TRAINING - Epoch 241 Batch 10: loss 0.013181017711758614, f1 0.645,  prec 0.813, rec 0.535
TRAINING - Epoch 241 Batch 20: loss 0.011028004810214043, f1 0.719,  prec 0.799, rec 0.653
TRAINING - Epoch 241 Batch 30: loss 0.01461685448884964, f1 0.618,  prec 0.769, rec 0.517
TRAINING - Epoch 241 Batch 40: loss 0.013379286974668503, f1 0.59,  prec 0.881, rec 0.444
TRAINING - Epoch 241 Batch 50: loss 0.014151882380247116, f1 0.65,  prec 0.858, rec 0.523
VALIDATION - Epoch 241 Batch 0: loss 0.03025897778570652, f1 0.424, prec 0.648, rec 0.315
VALIDATION - Epoch 241 Batch 10: loss 0.028402751311659813, f1 0.464, prec 0.674, rec 0.354
VALIDATION - Epoch 241 Batch 20: loss 0.032950691878795624, f1 0.451, prec 0.744, rec 0.324
TRAINING - Epoch 242 Batch 0: loss 0.013282524421811104, f1 0.637,  prec 0.8, rec 0.529
TRAINING - Epoch 242 Batch 10: loss 0.012813094072043896, f1 0.605,  prec 0.756, rec 0.504
TRAINING - Epoch 242 Batch 20: loss 0.012198787182569504, f1 0.68,  prec 0.797, rec 0.593
TRAINING - Epoch 242 Batch 30: loss 0.01364769134670496, f1 0.638,  prec 0.85, rec 0.51
TRAINING - Epoch 242 Batch 40: loss 0.012602189555764198, f1 0.667,  prec 0.776, rec 0.584
TRAINING - Epoch 242 Batch 50: loss 0.013463463634252548, f1 0.667,  prec 0.804, rec 0.569
VALIDATION - Epoch 242 Batch 0: loss 0.025774599984288216, f1 0.526, prec 0.725, rec 0.412
VALIDATION - Epoch 242 Batch 10: loss 0.027283720672130585, f1 0.501, prec 0.671, rec 0.4
VALIDATION - Epoch 242 Batch 20: loss 0.02474752999842167, f1 0.519, prec 0.703, rec 0.411
TRAINING - Epoch 243 Batch 0: loss 0.011922551319003105, f1 0.649,  prec 0.762, rec 0.566
TRAINING - Epoch 243 Batch 10: loss 0.01148164551705122, f1 0.667,  prec 0.785, rec 0.579
TRAINING - Epoch 243 Batch 20: loss 0.011844265274703503, f1 0.646,  prec 0.789, rec 0.548
TRAINING - Epoch 243 Batch 30: loss 0.013365731574594975, f1 0.667,  prec 0.797, rec 0.573
TRAINING - Epoch 243 Batch 40: loss 0.013551799580454826, f1 0.618,  prec 0.782, rec 0.511
TRAINING - Epoch 243 Batch 50: loss 0.012936045415699482, f1 0.63,  prec 0.782, rec 0.528
VALIDATION - Epoch 243 Batch 0: loss 0.02241346798837185, f1 0.569, prec 0.736, rec 0.464
VALIDATION - Epoch 243 Batch 10: loss 0.030920173972845078, f1 0.441, prec 0.669, rec 0.329
VALIDATION - Epoch 243 Batch 20: loss 0.026301605626940727, f1 0.519, prec 0.713, rec 0.408
TRAINING - Epoch 244 Batch 0: loss 0.012678826227784157, f1 0.639,  prec 0.761, rec 0.55
TRAINING - Epoch 244 Batch 10: loss 0.013887135311961174, f1 0.636,  prec 0.788, rec 0.534
TRAINING - Epoch 244 Batch 20: loss 0.012927801348268986, f1 0.682,  prec 0.814, rec 0.587
TRAINING - Epoch 244 Batch 30: loss 0.012952828779816628, f1 0.648,  prec 0.819, rec 0.536
TRAINING - Epoch 244 Batch 40: loss 0.014787075109779835, f1 0.619,  prec 0.787, rec 0.51
TRAINING - Epoch 244 Batch 50: loss 0.015353088267147541, f1 0.634,  prec 0.759, rec 0.544
VALIDATION - Epoch 244 Batch 0: loss 0.030461207032203674, f1 0.429, prec 0.731, rec 0.304
VALIDATION - Epoch 244 Batch 10: loss 0.030721785500645638, f1 0.448, prec 0.779, rec 0.314
VALIDATION - Epoch 244 Batch 20: loss 0.02553037740290165, f1 0.452, prec 0.79, rec 0.317
TRAINING - Epoch 245 Batch 0: loss 0.010534762404859066, f1 0.621,  prec 0.799, rec 0.509
TRAINING - Epoch 245 Batch 10: loss 0.012346113100647926, f1 0.664,  prec 0.746, rec 0.597
TRAINING - Epoch 245 Batch 20: loss 0.012928581796586514, f1 0.64,  prec 0.815, rec 0.527
TRAINING - Epoch 245 Batch 30: loss 0.012094583362340927, f1 0.679,  prec 0.844, rec 0.567
TRAINING - Epoch 245 Batch 40: loss 0.013039798475801945, f1 0.678,  prec 0.807, rec 0.585
TRAINING - Epoch 245 Batch 50: loss 0.012865577824413776, f1 0.624,  prec 0.839, rec 0.496
VALIDATION - Epoch 245 Batch 0: loss 0.03365414962172508, f1 0.488, prec 0.649, rec 0.391
VALIDATION - Epoch 245 Batch 10: loss 0.028939910233020782, f1 0.463, prec 0.634, rec 0.365
VALIDATION - Epoch 245 Batch 20: loss 0.023323941975831985, f1 0.519, prec 0.644, rec 0.435
TRAINING - Epoch 246 Batch 0: loss 0.013667301274836063, f1 0.648,  prec 0.748, rec 0.571
TRAINING - Epoch 246 Batch 10: loss 0.013502242974936962, f1 0.628,  prec 0.869, rec 0.492
TRAINING - Epoch 246 Batch 20: loss 0.012474537827074528, f1 0.687,  prec 0.796, rec 0.604
TRAINING - Epoch 246 Batch 30: loss 0.012100626714527607, f1 0.687,  prec 0.824, rec 0.589
TRAINING - Epoch 246 Batch 40: loss 0.013780917972326279, f1 0.69,  prec 0.784, rec 0.617
TRAINING - Epoch 246 Batch 50: loss 0.012536806985735893, f1 0.624,  prec 0.839, rec 0.496
VALIDATION - Epoch 246 Batch 0: loss 0.03536897525191307, f1 0.433, prec 0.714, rec 0.31
VALIDATION - Epoch 246 Batch 10: loss 0.028914257884025574, f1 0.495, prec 0.719, rec 0.377
